domain,content-security-policy,contribute,cookies,cross-origin-resource-sharing,public-key-pinning,redirection,referrer-policy,strict-transport-security,subresource-integrity,x-content-type-options,x-frame-options,x-xss-protection
indianheadpark-il.gov,0,0,1,1,1,0,1,0,1,1,1,0
indianhill.gov,0,1,1,1,1,1,1,1,0,0,0,0
indianolaiowa.gov,0,0,1,1,1,0,1,0,0,1,1,0
indianolams.gov,0,0,1,1,1,0,1,0,0,1,1,0
indianpoint-mo.gov,0,1,1,1,1,1,1,0,1,0,1,0
indiantownfl.gov,0,0,1,1,1,0,1,0,0,1,1,0
indy.gov,0,1,1,1,1,0,1,1,0,1,1,1
inglesidetx.gov,0,0,1,1,1,0,1,0,1,1,1,0
interlachen-fl.gov,0,1,1,1,1,1,1,0,1,0,0,0
inverness-fl.gov,0,0,1,1,1,0,1,0,0,1,1,0
inverness-il.gov,0,0,1,1,1,1,1,0,0,1,1,0
inverness.gov,0,0,1,1,1,1,1,1,0,1,1,0
iowacolonytx.gov,0,1,1,1,1,1,1,1,1,1,1,0
ipageaz.gov,2,2,2,2,2,2,2,2,2,2,2,2
ipswich-ma.gov,0,1,1,1,1,1,1,0,1,0,0,0
ipswichma.gov,0,0,1,1,1,1,1,0,0,1,1,0
ironridgewi.gov,0,1,1,1,1,0,1,0,1,0,0,0
irontonmo.gov,0,1,1,1,1,1,1,0,0,1,0,1
irvineca.gov,0,0,1,1,1,0,1,0,0,1,1,0
irvingtonnj.gov,0,0,1,1,1,0,1,0,0,0,0,0
irvingtonny.gov,0,0,1,1,1,0,1,0,0,1,1,0
irvingtx.gov,0,1,1,1,1,0,1,0,1,0,1,0
irwindaleca.gov,0,0,1,1,1,0,1,0,0,1,1,0
islandheightsborough.gov,0,1,1,1,1,1,1,1,0,0,0,0
islandlakeil.gov,2,2,2,2,2,2,2,2,2,2,2,2
islip-ny.gov,2,2,2,2,2,2,2,2,2,2,2,2
islipny.gov,2,2,2,2,2,2,2,2,2,2,2,2
isliptown-ny.gov,2,2,2,2,2,2,2,2,2,2,2,2
issaquahwa.gov,0,0,1,1,1,0,1,0,0,1,1,0
jacintocity-tx.gov,0,1,1,1,1,0,1,0,0,0,0,0
jackson-sc.gov,0,1,1,0,1,1,1,0,0,0,0,0
jacksonfdwi.gov,0,1,1,1,1,1,1,0,1,0,0,0
jacksonms.gov,0,0,1,1,1,1,1,1,0,0,0,0
jacksontn.gov,0,0,1,1,1,1,1,0,0,0,1,0
jacksontownship-pa.gov,0,1,1,1,1,1,1,0,0,1,0,0
jacksontownshippa.gov,0,1,1,1,1,0,1,0,1,0,0,0
jacksontwp-pa.gov,2,2,2,2,2,2,2,2,2,2,2,2
jacksontwpclermontoh.gov,0,0,1,1,1,0,1,0,0,0,0,0
jacksontwpmcpa.gov,2,2,2,2,2,2,2,2,2,2,2,2
jacksonvilleal.gov,2,2,2,2,2,2,2,2,2,2,2,2
jacksonvilleil.gov,0,1,1,1,1,1,1,0,1,1,1,1
jacksonvillenc.gov,0,0,1,1,1,0,1,0,0,1,1,0
jacksonwy.gov,0,0,1,1,1,0,1,0,1,1,1,0
jamaicabeachtx.gov,0,1,1,1,1,0,1,0,0,1,1,0
jamestown-nc.gov,0,0,1,1,1,1,1,0,0,0,1,0
jamestownnd.gov,0,1,1,1,1,1,1,0,1,0,0,0
jamestownny.gov,0,1,1,1,1,1,1,0,0,0,0,0
jamestownri.gov,0,1,1,1,1,0,1,0,1,0,0,0
jamestowntn.gov,0,1,1,1,1,0,1,0,1,1,0,0
janesvillemn.gov,0,0,1,1,1,0,1,0,0,0,0,0
janesvillewi.gov,0,0,1,1,1,0,1,1,1,1,0,0
jaspertn.gov,0,0,1,1,1,0,1,0,0,0,0,0
jcmo.gov,0,1,1,1,1,1,1,0,1,1,1,1
jeffersoncitymo.gov,0,1,1,1,1,1,1,0,1,1,1,1
jeffersonohio.gov,0,1,1,1,1,1,1,0,0,0,0,0
jeffersontownky.gov,0,0,1,1,1,0,1,0,1,1,1,0
jeffersonvillepdin.gov,0,1,1,1,1,1,1,1,0,0,0,0
jemezsprings-nm.gov,0,1,1,1,1,1,1,1,1,0,1,1
jerichovt.gov,0,1,1,1,1,1,1,1,1,1,1,1
jerseycitynj.gov,0,0,1,1,1,1,1,0,0,0,1,0
jesupga.gov,0,0,1,1,1,0,1,0,0,1,1,0
jesuppd-ga.gov,0,0,1,1,1,0,1,0,0,0,0,0
johnscreekga.gov,0,0,1,1,1,0,1,0,0,0,1,0
johnsoncitytn.gov,0,1,1,1,1,0,1,0,0,1,1,1
johnstownco.gov,0,1,1,1,1,0,1,0,0,1,1,0
joliet.gov,0,0,1,1,1,1,1,1,0,1,1,0
jonescreektx.gov,0,1,1,1,1,0,1,0,1,0,0,0
jonestowntx.gov,0,0,1,1,1,1,1,1,0,0,0,0
jordanmn.gov,0,1,1,1,1,1,1,0,0,0,0,0
junctioncity-ks.gov,0,0,1,1,1,0,1,0,1,1,1,0
junctioncityoregon.gov,0,0,1,1,1,0,1,0,1,0,0,0
junctioncitywisconsin.gov,0,0,1,1,1,1,1,1,0,0,0,0
juneau.gov,0,1,1,1,1,1,1,0,1,0,0,0
kalamotownship-mi.gov,0,1,1,1,1,0,1,0,0,0,0,0
kamascityut.gov,0,1,1,1,1,0,1,1,0,1,1,0
kannapolisnc.gov,0,0,1,1,1,1,1,0,0,0,1,1
kansascitymo.gov,2,2,2,2,2,2,2,2,2,2,2,2
kaysville.gov,0,0,1,1,1,1,1,1,1,1,1,0
kcmo.gov,0,0,1,1,1,0,1,1,0,1,0,0
keansburgnj.gov,0,1,1,1,1,1,1,0,0,1,0,1
kearnyaz.gov,0,1,1,1,1,0,1,1,0,0,0,0
kechiks.gov,0,0,1,1,1,0,1,0,1,1,1,0
keenenh.gov,0,1,1,1,1,1,1,1,0,1,1,0
keizeror.gov,0,1,1,1,1,0,1,0,0,0,1,0
kekoskee.gov,0,0,1,1,1,0,1,0,0,0,0,0
kelso.gov,0,1,1,1,1,0,1,0,1,1,1,1
kemah-tx.gov,0,0,1,1,1,0,1,1,1,1,1,0
kemahtx.gov,0,0,1,1,1,1,1,1,1,1,1,0
kempnertx.gov,0,1,1,1,1,1,1,0,1,0,0,0
kendallvillein.gov,0,1,1,1,1,1,1,0,0,0,1,0
kenedytx.gov,0,1,1,1,1,1,1,1,1,1,1,1
kenedytxedc.gov,0,1,1,1,1,0,1,0,1,0,0,0
kenmorewa.gov,0,0,1,1,1,0,1,1,0,1,1,0
kennebunkportme.gov,0,1,1,1,1,0,1,0,0,1,1,0
kennesaw-ga.gov,0,1,1,1,1,1,1,0,0,0,0,0
kenockeetownshipmi.gov,0,1,1,1,1,1,1,0,1,0,0,0
kentwa.gov,0,0,1,1,1,0,1,1,0,1,0,0
kerrvilletx.gov,0,0,1,1,1,1,1,0,0,1,1,0
kielwi.gov,0,0,1,1,1,1,1,1,0,1,1,1
killeentexas.gov,0,0,1,1,1,1,1,0,1,1,1,0
killinglyct.gov,0,1,1,1,1,0,1,0,1,1,1,0
kimballwi.gov,0,1,1,1,1,1,1,0,1,1,0,1
kimballwv.gov,0,1,1,1,1,0,1,0,0,1,1,0
kinderhook-ny.gov,0,1,1,1,1,1,0,0,0,1,1,1
kingdomcitymo.gov,0,1,1,1,1,0,1,0,1,0,0,0
kingsfordmi.gov,0,0,1,1,1,0,1,0,1,1,1,0
kingslandga.gov,0,0,1,1,1,0,1,0,1,1,1,0
kingsporttn.gov,0,1,1,1,1,0,1,0,0,0,0,0
kingston-ny.gov,0,1,1,1,1,1,1,0,0,0,0,0
kingstonga.gov,0,1,1,1,1,1,1,1,1,0,0,0
kingstonma.gov,0,0,1,1,1,1,1,1,0,1,1,0
kingstontn.gov,0,1,1,1,1,1,1,0,0,1,1,1
kinrosstownship-mi.gov,0,1,1,1,1,1,1,0,1,0,0,0
kinstonnc.gov,0,0,1,1,1,0,1,0,0,1,1,0
kirklandwa.gov,0,1,1,1,1,1,1,0,0,1,1,0
kiskitownship-pa.gov,0,1,1,1,1,1,1,0,0,1,0,1
kissimmee.gov,0,0,1,1,1,1,1,1,0,1,1,0
kitteryme.gov,0,1,1,1,1,0,1,0,1,1,1,0
kittyhawknc.gov,0,1,1,1,1,0,1,0,1,0,0,0
knightdalenc.gov,0,1,1,1,1,1,1,1,0,1,1,1
knoxvilleia.gov,0,0,1,1,1,0,1,0,1,1,1,0
koshkonongwi.gov,0,1,1,1,1,1,1,0,0,0,0,0
kpl.gov,0,0,1,1,1,0,1,0,1,1,1,1
kunaid.gov,0,0,1,1,1,0,1,0,1,1,1,0
laceywa.gov,0,1,1,1,1,1,1,0,0,0,0,0
lacity.gov,0,0,1,1,1,1,1,1,0,1,1,0
lackawannany.gov,0,1,1,1,1,0,1,0,0,0,0,0
lackawaxentownshippa.gov,0,0,1,1,1,0,1,0,0,1,0,0
laconianh.gov,0,0,1,1,1,0,1,0,0,1,1,0
lacrescenttownshipmn.gov,0,1,1,1,1,1,1,0,1,0,0,0
lafayetteco.gov,0,0,1,1,1,1,1,1,0,1,1,0
lafayettela.gov,2,2,2,2,2,2,2,2,2,2,2,2
lafayettewcwi.gov,0,0,1,1,1,0,1,0,0,0,0,0
lafollettetn.gov,0,0,1,1,1,0,1,0,0,0,0,0
lagovistatexas.gov,0,1,1,1,1,0,1,0,0,1,1,1
lagrangega.gov,0,1,1,1,1,0,1,0,0,0,0,0
lagrangeil.gov,0,0,1,1,1,0,1,0,1,1,1,0
lagrangeny.gov,0,1,1,1,1,0,1,0,0,0,0,0
lagunahillsca.gov,0,0,1,1,1,0,1,0,1,1,1,0
lahabra.gov,0,0,1,1,1,1,1,1,1,1,1,0
lahabraca.gov,0,0,1,1,1,1,1,0,1,1,1,0
lakearthurnm.gov,0,0,1,1,1,0,1,0,0,0,0,0
lakecitysc.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakeforestca.gov,0,0,1,1,1,1,1,0,0,1,1,0
lakegroveny.gov,0,1,1,1,1,1,1,0,1,1,1,1
lakehurst-nj.gov,0,1,1,1,1,1,1,0,0,1,0,0
lakejackson-tx.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakejacksontx.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakelafayettemo.gov,0,1,1,1,1,1,1,0,0,0,0,0
lakelandga.gov,1,1,1,1,1,0,1,0,1,1,1,1
lakelandtn.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakemillsiowa.gov,0,1,1,1,1,1,1,1,1,0,1,0
lakeparkflorida.gov,0,0,1,1,1,0,1,1,1,1,1,0
lakeparknc.gov,0,0,1,1,1,1,1,0,0,0,0,0
lakeporttx.gov,0,1,1,1,1,1,1,0,1,0,0,0
lakesaintlouismo.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakeshiremo.gov,0,1,1,1,1,1,1,1,1,0,0,0
lakesitetn.gov,0,0,1,1,1,0,1,0,0,0,0,0
lakestation-in.gov,0,0,1,1,1,0,1,0,0,1,0,0
lakestevenswa.gov,0,0,1,1,1,0,1,0,0,1,1,0
laketanglewoodtx.gov,0,0,1,1,1,0,1,0,0,0,0,0
lakeviewalabama.gov,0,1,1,1,1,1,1,0,1,0,0,0
lakevillagear.gov,0,0,1,1,1,0,1,0,1,0,0,0
lakevillemn.gov,0,0,1,1,1,1,1,0,1,1,1,0
lakevillemnfire.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakewaccamawnc.gov,0,0,1,1,1,0,1,0,0,1,0,0
lakewalesfl.gov,0,0,1,1,1,0,1,0,1,1,1,0
lakeway-tx.gov,0,0,1,1,1,1,1,0,0,1,1,0
lakewoodnj.gov,0,1,1,1,1,1,1,0,0,0,0,0
lakewoodoh.gov,0,1,1,1,1,1,1,1,0,0,0,0
lakeworthbeachfl.gov,0,1,1,1,1,1,1,0,1,1,1,1
lamoine-me.gov,0,1,1,1,1,1,1,0,0,1,0,1
lanarkil.gov,0,1,1,1,1,1,1,0,0,0,0,0
lancasterma.gov,0,1,1,1,1,0,1,0,0,1,1,0
lancasterny.gov,0,1,1,1,1,1,1,0,0,1,1,1
landolakeswi.gov,0,1,1,1,1,1,1,1,0,0,0,0
landoverhillsmd.gov,0,1,1,1,1,0,1,1,1,0,0,0
lanesboro-mn.gov,0,1,1,1,1,1,1,0,0,1,1,1
lanesborough-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
lansingmi.gov,0,1,1,1,1,0,1,0,0,1,0,0
lansingvotes.gov,0,1,1,1,1,1,1,1,0,0,0,0
lantabus-pa.gov,0,1,1,1,1,0,1,0,1,0,0,0
lapineoregon.gov,0,0,1,1,1,0,1,0,0,1,1,0
laportetx.gov,0,0,1,1,1,0,1,0,0,1,1,0
laprairiewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
laquintaca.gov,0,0,1,1,1,0,1,0,0,1,1,0
larchmontny.gov,0,1,1,1,1,1,1,1,1,0,0,0
laredotexas.gov,0,1,1,1,1,0,1,0,0,0,0,0
lasalle-il.gov,0,0,1,1,1,0,1,0,0,1,1,0
lascruces.gov,0,1,1,1,1,0,1,0,1,0,0,0
lasvegasnevada.gov,0,0,1,1,1,1,1,1,0,0,1,1
lasvegasnm.gov,0,0,1,1,1,0,1,0,0,1,0,0
lauderdalebythesea-fl.gov,0,0,1,1,1,0,1,0,0,1,1,0
lauderhill-fl.gov,0,0,1,1,1,0,1,1,0,1,1,0
lauderhillfl.gov,0,0,1,1,1,0,1,0,0,1,1,0
lavergnetn.gov,0,0,1,1,1,0,1,0,1,1,1,0
lavernia-tx.gov,0,0,1,1,1,0,1,0,1,0,0,0
lavoniaga.gov,0,1,1,1,1,1,1,1,1,0,0,0
lawrenceburgtn.gov,0,0,1,1,1,0,1,0,1,1,1,0
lawrencepa.gov,0,1,1,1,1,0,1,0,1,1,1,1
lawrencewi.gov,0,0,1,1,1,0,1,1,0,0,1,0
lawsonmo.gov,0,1,1,1,1,1,1,1,0,1,1,1
lawsonmopd.gov,0,1,1,1,1,0,1,1,1,1,1,1
lawtonmi.gov,0,1,1,1,1,1,1,0,1,0,0,0
lawtonok.gov,0,1,1,1,1,0,1,0,0,1,1,0
lbts-fl.gov,0,0,1,1,1,0,1,0,0,1,1,0
leadville-co.gov,0,1,1,1,1,0,1,0,1,0,1,0
leaguecitytexas.gov,0,0,1,1,1,0,1,0,0,1,1,0
leaguecitytx.gov,0,0,1,1,1,1,1,0,0,1,1,0
leandertx.gov,0,0,1,1,1,0,1,0,0,1,1,0
lebanonct.gov,0,1,1,1,1,1,1,0,0,1,1,0
lebanondodgewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
lebanonnh.gov,0,0,1,1,1,1,1,0,0,1,1,0
lebanonohio.gov,0,1,1,1,1,1,1,0,0,1,1,1
lebanonoregon.gov,0,0,1,1,1,1,1,1,1,1,1,0
leclaireiowa.gov,0,0,1,1,1,0,1,0,0,1,1,0
leedsalabama.gov,0,1,1,1,1,0,1,0,0,1,1,1
leelanautownshipmi.gov,0,1,1,1,1,1,1,1,0,0,0,0
leesburgflorida.gov,0,1,1,1,1,1,1,0,0,1,1,1
leesburgva.gov,0,0,1,1,1,0,1,1,0,1,1,0
leesvillela.gov,0,0,1,1,1,0,1,0,0,1,1,0
legrand-ia.gov,0,1,1,1,1,0,1,0,1,0,0,0
lehi-ut.gov,0,1,1,1,1,1,1,0,1,1,1,1
leicestervt.gov,0,0,1,1,1,0,1,0,0,0,0,0
lemontownshippa.gov,0,1,1,1,1,0,1,0,0,0,0,0
lennoxsd.gov,0,0,1,1,1,0,1,0,0,0,0,0
lenoir-nc.gov,0,0,1,1,1,0,1,0,1,0,0,0
lenoircitytn.gov,0,1,1,1,1,1,1,0,1,0,0,0
leominster-ma.gov,0,0,1,1,1,0,1,0,0,1,1,0
leonardtownmd.gov,0,1,1,1,1,0,1,0,0,0,0,0
leonianj.gov,0,0,1,1,1,0,1,1,0,1,1,0
leonvalleytexas.gov,0,1,1,1,1,0,1,0,0,1,1,1
leroytownship-mi.gov,0,1,1,1,1,0,1,0,0,1,0,1
leroytwp-calhounmi.gov,0,1,1,1,1,0,1,0,1,0,0,0
lewisburgtn.gov,0,1,1,1,1,1,1,1,0,1,1,0
lewistonmaine.gov,0,0,1,1,1,0,1,0,1,1,1,0
lexington-ma.gov,0,1,1,1,1,0,1,0,0,0,1,0
lexingtonky.gov,0,1,1,1,1,0,1,0,0,1,1,0
lexingtonma.gov,0,0,1,1,1,0,1,0,1,1,1,0
lexingtonnc.gov,0,0,1,1,1,0,1,0,0,1,0,0
lexingtonok.gov,0,1,1,1,1,0,1,0,1,0,0,0
lexingtontn.gov,0,1,1,1,1,0,1,0,0,0,0,0
lexingtonva.gov,0,0,1,1,1,0,1,1,1,1,1,0
lhcaz.gov,2,2,2,2,2,2,2,2,2,2,2,2
libertygrovewi.gov,0,1,1,1,1,1,1,1,0,0,0,0
libertyhilltx.gov,0,0,1,1,1,0,1,0,1,1,1,0
libertyin.gov,0,1,1,1,1,1,1,0,0,1,0,1
libertylakewa.gov,0,0,1,1,1,0,1,0,0,1,1,0
libertylakewapd.gov,0,0,1,1,1,1,1,1,1,1,1,0
libertymissouri.gov,0,0,1,1,1,0,1,0,1,1,1,0
libertymo.gov,0,0,1,1,1,0,1,0,1,1,1,0
lighthousepointfl.gov,0,0,1,1,1,0,1,0,1,1,1,0
ligonier-in.gov,2,2,2,2,2,2,2,2,2,2,2,2
limatownshipmi.gov,0,1,1,1,1,0,1,0,0,0,0,0
limingtonmaine.gov,0,1,1,1,1,1,1,1,0,0,0,0
lincolnadamscountywi.gov,0,1,1,1,1,1,1,1,0,0,0,0
lincolnca.gov,0,1,1,1,1,0,1,0,0,1,1,0
lincolnil.gov,0,0,1,1,1,1,1,1,1,1,0,0
lincolnri.gov,0,0,1,1,1,0,1,0,0,1,1,0
lincolnshireil.gov,0,0,1,1,1,0,1,0,1,0,0,0
lincolntownshipnewaygocountymi.gov,0,0,1,1,1,0,1,0,0,0,0,0
lindale-tx.gov,0,0,1,1,1,0,1,0,1,1,1,0
lindaletx.gov,0,0,1,1,1,0,1,0,1,1,1,0
linden-nj.gov,0,1,1,1,1,1,1,1,0,0,1,0
lindentx.gov,0,0,1,1,1,0,1,0,0,1,0,0
lindenwoldnj.gov,0,1,1,1,1,0,1,0,0,1,1,0
linndalevillage-oh.gov,0,1,1,1,1,0,1,0,1,0,0,0
lisbonwi.gov,0,0,1,1,1,0,1,0,1,1,1,0
litchfield-nh.gov,0,0,1,1,1,0,1,0,0,0,0,0
litchfieldnh.gov,0,1,1,1,1,1,1,1,0,0,0,0
litchfieldpark.gov,0,0,1,1,1,0,1,0,0,0,0,0
littlerock.gov,0,1,1,1,1,0,1,0,0,1,0,1
livermoreca.gov,0,0,1,1,1,0,1,1,1,1,1,0
livonia.gov,0,0,1,1,1,1,1,0,0,1,1,0
lockhavenpa.gov,0,1,1,1,1,1,1,0,1,0,0,0
lockportny.gov,0,1,1,1,1,1,1,0,0,0,0,0
locustgrove-ga.gov,0,0,1,1,1,0,1,1,0,1,1,0
logantownship-pa.gov,0,0,1,1,1,0,1,0,0,0,0,0
loganville-ga.gov,0,1,1,1,1,1,1,0,0,0,0,0
lomalinda-ca.gov,0,0,1,1,1,1,1,0,0,0,1,0
londonbritaintownship-pa.gov,0,0,1,1,1,0,1,0,0,1,0,0
londonderrynhpd.gov,0,0,1,1,1,0,1,0,1,1,1,0
londonky.gov,0,1,1,1,1,1,1,0,0,0,0,0
londonohio.gov,0,0,1,1,1,0,1,0,0,1,0,0
longbeach.gov,0,0,1,1,1,1,1,0,0,0,0,0
longbeachny.gov,0,0,1,1,1,0,1,0,0,0,0,0
longbeachwa.gov,0,1,1,1,1,1,1,1,0,0,0,0
longgroveil.gov,0,0,1,1,1,0,1,0,0,1,1,0
longhillnj.gov,0,1,1,1,1,0,1,0,0,0,0,0
longlakemn.gov,0,0,1,1,1,0,1,0,0,0,0,0
longlakeny.gov,0,1,1,1,1,0,1,0,0,0,0,0
longmontcolorado.gov,0,0,1,1,1,0,1,1,0,1,1,0
longportnj.gov,0,1,1,1,1,1,1,0,1,0,0,0
longviewnc.gov,2,2,2,2,2,2,2,2,2,2,2,2
longviewtexas.gov,0,0,1,1,1,1,1,0,0,1,1,0
longviewtx.gov,0,0,1,1,1,0,1,0,0,1,1,0
losaltosca.gov,0,0,1,1,1,0,1,0,0,1,1,0
losgatosca.gov,0,0,1,1,1,1,1,0,1,1,1,0
loslunasnm.gov,0,0,1,1,1,0,1,0,1,1,1,0
losranchosnm.gov,0,0,1,1,1,0,1,0,0,1,0,0
louisburgkansas.gov,0,0,1,1,1,1,1,0,1,1,1,0
louisville.gov,0,0,1,1,1,0,1,0,0,1,1,1
louisvilleco.gov,0,0,1,1,1,0,1,0,0,1,1,0
louisvillega.gov,0,0,1,1,1,0,1,0,0,0,0,0
louisvilleky.gov,0,1,1,1,1,1,1,0,0,1,1,1
louisvillene.gov,0,1,1,1,1,1,1,1,0,0,0,0
louisvilletn.gov,0,0,1,1,1,1,1,0,1,0,1,0
lovejoy-ga.gov,0,1,1,1,1,0,1,0,1,0,0,0
lovelandoh.gov,0,0,1,1,1,0,1,0,0,1,1,0
lovettsvilleva.gov,0,1,1,1,1,1,1,0,0,0,0,0
lovingnm.gov,0,1,1,1,1,0,1,0,1,1,0,1
lowellma.gov,0,0,1,1,1,0,1,0,1,1,1,0
lowellmi.gov,0,1,1,1,1,1,1,0,1,1,1,1
lowerallowayscreek-nj.gov,0,1,1,1,1,0,1,0,1,1,1,0
lowerchancefordtwppa.gov,0,1,1,1,1,0,1,0,1,0,0,0
lowerpaxton-pa.gov,0,0,1,1,1,0,1,0,1,1,1,0
loxahatcheegrovesfl.gov,0,0,1,1,1,0,1,0,0,1,1,0
lubbocktx.gov,2,2,2,2,2,2,2,2,2,2,2,2
luckwi.gov,0,0,1,1,1,0,1,0,1,0,0,0
ludington-mi.gov,0,0,1,1,1,0,1,0,0,1,1,0
lumbertonnc.gov,0,0,1,1,1,0,1,0,1,1,1,0
lunenburgma.gov,0,1,1,1,1,1,1,0,0,0,1,0
lyman-me.gov,0,1,1,1,1,1,1,0,0,0,0,0
lymansc.gov,0,1,1,1,1,1,1,0,0,1,1,1
lymect.gov,0,1,1,1,1,0,1,0,1,0,0,0
lymenh.gov,0,1,1,1,1,0,1,0,1,1,1,0
lynchburgvapolice.gov,0,1,1,1,1,1,1,0,0,0,0,0
lyndhurstnjpolice.gov,0,1,1,1,1,0,1,0,0,0,0,0
lyndhurstohio.gov,0,1,1,1,1,0,1,0,0,0,0,0
lyndonks.gov,0,0,1,1,1,0,1,0,0,0,0,0
lyndontownshipmi.gov,0,1,1,1,1,1,1,1,0,1,0,1
lynnma.gov,0,1,1,1,1,0,1,1,1,1,1,0
lynnwoodwa.gov,0,0,1,1,1,0,1,0,0,1,1,0
lyonstownshipil.gov,0,1,1,1,1,1,1,0,0,0,0,0
lyontwp-higginsmi.gov,0,1,1,1,1,1,1,0,0,0,0,0
mackinawil.gov,0,1,1,1,1,1,1,1,0,0,0,0
macomb-mi.gov,0,0,1,1,1,0,1,0,0,1,1,0
madeirabeachfl.gov,0,0,1,1,1,1,1,1,0,0,0,0
madera.gov,0,1,1,1,1,0,1,0,1,0,0,0
maderametro.gov,0,1,1,1,1,0,1,0,1,0,0,0
madison-in.gov,0,0,1,1,1,1,1,1,0,0,1,0
madisonlakemn.gov,0,0,1,1,1,0,1,0,0,0,0,0
maggievalleync.gov,0,1,1,1,1,1,1,0,0,1,0,0
magnoliawi.gov,0,1,1,1,1,1,1,1,0,0,0,0
maharishivediccity-iowa.gov,0,1,1,1,1,1,1,0,1,0,0,0
mahomet-il.gov,0,0,1,1,1,1,1,0,0,0,0,0
mahwah-nj.gov,0,1,1,1,1,0,1,0,1,1,0,0
maidennc.gov,0,1,1,1,1,0,1,0,1,0,0,0
maizeks.gov,0,1,1,1,1,0,1,0,1,0,0,0
malibu-ca.gov,0,0,1,1,1,0,1,0,1,1,1,0
malvernar.gov,0,0,1,1,1,0,1,0,1,1,1,0
manasquan-nj.gov,0,1,1,1,1,0,1,0,1,1,1,0
manassasparkva.gov,2,2,2,2,2,2,2,2,2,2,2,2
manassasva.gov,0,1,1,1,1,1,1,0,0,1,1,1
manawawi.gov,0,0,1,1,1,0,1,0,0,0,0,0
manchester-ga.gov,0,0,1,1,1,0,1,0,0,1,1,0
manchester-vt.gov,0,1,1,1,1,1,1,0,0,0,0,0
manchesterct.gov,0,0,1,1,1,0,1,0,0,1,1,0
manchestermd.gov,0,1,1,1,1,1,1,0,0,0,0,0
manchestermo.gov,0,0,1,1,1,0,1,0,0,1,1,0
manchesternh.gov,0,0,1,1,1,0,1,0,0,0,1,0
manchesterwi.gov,0,1,1,1,1,1,1,1,0,0,0,0
manhattanbeach.gov,0,0,1,1,1,0,1,1,0,1,1,0
manisteemi.gov,0,0,1,1,1,0,1,0,1,1,1,0
manitouspringsco.gov,0,0,1,1,1,0,1,0,1,1,1,0
mankato-mn.gov,0,0,1,1,1,0,1,0,0,1,1,0
mankatomn.gov,0,0,1,1,1,0,1,1,0,1,1,0
manortx.gov,0,1,1,1,1,1,1,1,1,1,1,1
mansfield-tx.gov,0,0,1,1,1,0,1,0,0,1,1,0
mansfieldct.gov,0,0,1,1,1,0,1,0,0,1,1,0
mansfieldga.gov,0,0,1,1,1,1,1,0,0,0,0,0
mansfieldtexas.gov,0,0,1,1,1,0,1,0,0,1,1,0
mansfieldtownship-nj.gov,0,1,1,1,1,1,1,0,1,1,0,0
manteonc.gov,0,0,1,1,1,0,1,1,0,1,0,0
mantraptownshipmn.gov,0,1,1,1,1,1,1,1,0,0,0,0
mantuatownshipohio.gov,0,1,1,1,1,0,1,0,0,0,1,0
maplegrovemn.gov,0,0,1,1,1,0,1,0,0,1,1,0
maplegrovetownshipmi.gov,0,0,1,1,1,1,1,0,0,1,0,1
mapletonmn.gov,0,0,1,1,1,1,1,0,0,0,0,0
maplevalleywa.gov,0,0,1,1,1,0,1,1,1,1,1,0
maplewoodmn.gov,0,0,1,1,1,1,1,0,1,1,1,0
maplewoodnj.gov,0,0,1,1,1,0,1,1,0,1,1,0
maranaaz.gov,0,0,1,1,1,0,1,0,0,1,0,0
marathoncitywi.gov,0,1,1,1,1,0,1,0,0,0,0,0
marblefallstx.gov,0,0,1,1,1,1,1,0,1,1,1,0
marengomi.gov,0,1,1,1,1,1,1,1,0,0,0,0
mariavilleme.gov,0,1,1,1,1,1,1,0,0,1,1,0
maricopa-az.gov,0,0,1,1,1,0,1,1,0,1,1,0
mariettaga.gov,0,0,1,1,1,0,1,0,0,1,1,0
mariettageorgia.gov,0,0,1,1,1,0,1,0,0,1,1,0
marillatownshipmi.gov,0,1,1,1,1,1,1,1,1,0,0,0
marineil.gov,0,1,1,1,1,0,1,0,1,0,0,0
marionky.gov,0,0,1,1,1,1,1,0,0,0,0,0
marionma.gov,0,1,1,1,1,0,1,0,0,1,1,0
marionsc.gov,0,1,1,1,1,1,1,0,0,0,0,0
markesanwi.gov,0,0,1,1,1,0,1,0,0,1,0,0
marlboro-nj.gov,0,1,1,1,1,1,1,0,0,1,0,0
marlborough-ma.gov,0,1,1,1,1,0,1,0,0,1,1,0
marlownh.gov,0,0,1,1,1,0,1,0,1,0,0,0
maroaillinois.gov,0,1,1,1,1,1,1,0,0,0,0,0
marquettemi.gov,0,1,1,1,1,0,1,0,1,0,0,0
marshallruskwi.gov,0,1,1,1,1,0,1,1,0,1,1,0
marshalltown-ia.gov,0,0,1,1,1,0,1,0,0,1,1,0
marshfield-ma.gov,0,1,1,1,1,0,1,0,1,1,1,0
marshfieldmo.gov,0,1,1,1,1,0,1,0,1,0,0,0
